n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
3407,428320,2,2,1,1,0,179,45,21,19,13,19,9,13,4,8,2,1,1,1,2,3,2,1,1,0
3408,428321,4,2,1,1,0,203,28,21,16,13,27,18,10,4,8,4,1,1,1,2,3,2,1,1,0
3409,428321,5,2,1,0,0,203,23,21,15,14,45,27,11,4,9,7,2,1,1,2,3,2,1,1,0
3410,428321,5,2,1,0,0,197,21,21,14,14,80,40,14,6,9,12,4,2,1,2,4,2,1,1,0
3411,428322,6,2,1,0,0,201,30,25,14,15,131,58,19,9,10,19,6,3,1,2,4,1,1,1,0
3412,428322,6,2,1,0,0,225,56,31,15,15,187,79,26,13,12,26,8,4,1,2,5,1,1,0,1
3413,428322,7,1,1,0,0,273,101,40,18,16,234,99,33,17,13,32,10,5,1,2,6,1,1,0,1
3414,428323,7,1,1,0,1,327,156,51,21,16,257,110,38,19,15,34,11,6,2,2,8,1,1,0,1
3415,428323,7,1,1,0,1,327,156,51,21,16,257,110,38,19,15,34,11,6,2,2,8,1,1,0,1
3416,428324,7,1,1,0,1,363,233,64,27,15,212,96,35,17,15,27,9,6,2,2,8,2,1,1,1
3417,428324,7,1,1,1,1,323,229,63,27,14,157,72,27,13,14,19,6,5,2,2,7,2,1,1,1
3418,428324,6,1,1,1,1,253,197,57,24,13,100,47,19,9,13,12,4,3,2,2,6,1,1,1,1
3419,428325,5,1,1,1,1,178,148,48,20,12,54,26,12,5,12,7,2,2,1,1,5,1,1,1,1
3420,428325,4,1,1,1,1,115,101,39,16,11,25,13,7,3,11,3,1,1,1,1,4,1,2,1,1
3421,428325,7,2,2,1,1,124,100,47,15,12,13,7,4,2,11,2,1,1,1,1,3,1,2,1,1
3422,428325,55,8,4,2,1,522,270,127,31,16,12,7,4,2,11,2,1,1,1,1,3,1,2,1,1
3423,428326,206,32,12,2,1,1792,769,351,83,28,14,7,4,3,12,3,1,1,1,1,5,2,3,1,1
3424,428326,206,32,12,2,1,1792,769,351,83,28,14,7,4,3,12,3,1,1,1,1,5,2,3,1,1
3425,428327,952,157,50,6,2,7302,2802,1261,304,74,17,12,6,6,14,11,2,1,1,2,19,6,6,1,2
3426,428327,1425,244,75,8,3,10519,3910,1751,428,98,18,17,6,7,15,16,3,2,1,2,29,9,7,2,2
3427,436342,1794,315,95,10,4,12617,4622,2062,509,113,19,22,7,8,16,20,4,3,1,2,40,12,9,2,3
3428,436342,1921,348,104,11,4,13072,4680,2081,520,113,20,26,8,9,17,23,5,3,1,2,47,14,9,3,3
3429,436343,1765,330,98,10,4,11528,4078,1808,456,97,21,29,10,10,19,23,6,3,1,2,53,13,9,3,3
3430,436344,1379,267,80,9,3,8809,3033,1337,342,72,23,28,11,10,21,20,6,3,2,2,58,12,8,3,3
3431,436345,902,182,56,6,3,5680,1897,823,216,45,26,25,13,12,22,17,6,2,2,2,68,9,7,3,2
3432,436346,490,102,33,4,2,3154,988,409,114,23,27,20,14,13,23,14,5,2,2,1,82,7,6,2,2
3433,436348,228,46,16,3,1,1662,467,165,55,12,27,15,15,15,22,12,6,2,2,1,97,5,5,2,1
3434,436349,125,18,7,2,1,1100,293,74,34,8,25,11,14,16,20,11,6,2,2,1,108,5,4,2,1
3435,436349,113,10,3,2,1,1079,302,65,34,10,23,8,13,16,18,10,6,2,2,1,112,6,3,2,1
3436,436351,118,10,2,2,1,1129,345,70,38,15,19,8,12,16,15,8,5,2,2,1,105,6,2,2,1
3437,436351,105,11,1,2,1,1104,354,69,38,19,16,10,11,14,13,7,4,2,1,1,89,6,2,1,1
3438,436351,76,10,1,1,1,945,325,60,36,25,14,13,11,13,12,5,3,2,1,1,68,6,2,1,1
3439,436351,54,9,1,1,1,772,271,46,32,29,13,15,13,11,11,5,3,2,1,1,46,6,2,1,1
3440,436352,35,7,1,1,1,572,209,34,28,32,13,17,14,10,11,6,4,2,1,2,30,5,2,1,1
3441,436353,22,5,1,1,1,441,155,25,24,33,14,17,15,9,11,9,6,2,1,2,20,4,3,1,1
3442,436353,15,3,2,1,1,321,115,22,21,31,15,15,14,8,10,13,8,3,2,2,14,3,3,1,1
3443,436353,11,2,2,1,1,264,91,23,18,28,16,13,13,7,9,17,9,3,2,1,11,3,3,1,1
3444,436353,8,2,2,1,1,193,76,27,15,24,17,10,11,7,8,18,9,3,2,1,9,3,3,2,1
3445,436354,7,1,2,1,1,160,64,30,13,20,17,9,8,6,7,18,8,2,1,1,7,3,3,2,1
3446,436355,7,2,2,1,1,104,54,31,12,17,16,10,6,6,7,16,6,2,1,1,7,4,2,1,1
3447,436355,13,2,2,1,1,78,45,30,11,15,15,12,4,5,7,13,4,1,1,1,9,4,2,1,1
3448,436355,27,2,2,1,1,70,37,27,12,13,13,15,4,4,8,9,2,1,0,1,16,5,2,1,1
3449,436355,49,3,2,1,1,93,33,23,14,11,12,19,5,4,10,7,1,0,0,1,29,6,2,1,1
3450,436356,75,3,2,2,1,144,34,20,17,11,11,22,6,4,11,6,1,0,0,1,45,6,2,1,1
3451,436357,95,4,2,2,1,203,39,19,20,12,12,23,8,5,12,5,1,0,0,1,57,6,2,2,1
3452,436358,106,5,2,2,2,250,47,20,22,14,12,22,9,5,12,5,1,0,1,1,64,7,2,2,1
3453,436358,107,8,3,2,2,273,56,24,24,16,14,19,9,5,12,5,1,1,1,1,65,9,3,2,1
3454,436359,99,13,5,4,2,269,68,30,23,18,15,15,9,6,11,5,1,1,1,1,61,13,6,4,2
3455,436359,88,20,8,6,2,250,79,39,22,18,15,11,8,6,10,5,1,2,2,1,55,19,10,6,2
3456,436360,88,20,8,6,2,250,79,39,22,18,15,11,8,6,10,5,1,2,2,1,55,19,10,6,2
3457,436361,78,34,19,13,4,219,92,53,18,16,13,6,6,5,8,5,2,6,4,1,49,33,25,15,3
3458,436361,88,39,25,17,5,215,88,55,18,16,11,5,6,4,7,5,3,8,4,1,54,37,32,19,4
3459,436362,109,41,28,19,6,213,77,54,18,16,10,5,7,4,7,5,3,9,5,2,66,37,36,22,5
3460,436362,136,39,29,19,7,211,63,50,20,18,9,6,8,4,7,5,2,9,5,2,82,35,37,22,6
3461,436362,159,36,26,17,7,207,50,45,22,20,9,7,10,4,8,5,2,8,4,2,96,30,33,20,6
3462,436362,168,31,21,14,7,206,44,43,24,21,10,9,12,5,9,5,2,6,4,2,101,25,27,16,6
3463,436362,157,26,16,10,7,208,45,43,25,21,11,12,13,6,10,4,1,5,3,2,95,21,20,12,6
3464,436363,128,21,11,7,6,213,51,44,26,19,11,14,15,7,11,4,1,3,2,2,78,18,13,8,6
3465,436364,90,18,8,5,5,217,61,50,26,16,11,17,16,8,12,3,2,2,2,2,55,16,9,6,6
3466,436364,58,18,7,4,5,318,80,66,27,14,12,20,18,8,13,4,2,2,2,2,37,17,7,5,6
3467,436364,41,22,8,4,6,736,117,102,34,14,12,23,19,9,13,6,3,2,2,3,28,22,7,4,6
3468,436365,40,30,10,4,7,1644,176,161,49,17,13,26,19,8,13,8,5,3,2,4,28,29,10,4,8
3469,436365,46,38,12,4,9,3001,248,236,69,21,13,27,17,8,12,11,7,4,2,4,34,37,13,4,9
3470,436365,52,44,14,3,10,4549,318,307,89,27,12,26,14,7,11,14,8,4,2,5,39,43,15,3,10
3471,436366,52,44,14,3,10,4549,318,307,89,27,12,26,14,7,11,14,8,4,2,5,39,43,15,3,10
3472,436366,44,42,13,3,9,6331,375,362,104,31,11,19,8,5,9,14,8,4,2,5,34,41,14,3,9
3473,436366,32,33,11,3,7,5960,342,326,93,29,13,15,6,5,9,12,7,4,2,4,25,33,12,3,7
3474,436368,20,23,8,3,5,4832,276,258,73,24,15,12,6,5,8,9,5,3,1,3,16,23,8,3,5
3475,436368,12,13,5,3,3,3309,196,179,51,19,18,9,8,5,9,6,3,2,1,2,9,13,5,2,3
3476,436368,9,7,3,2,1,1872,124,112,33,14,19,7,10,6,9,4,2,1,1,1,6,6,3,2,2
3477,436368,13,4,2,2,1,833,71,68,22,10,18,6,13,7,9,3,1,1,1,1,11,3,2,2,1
3478,436369,26,3,1,1,1,308,40,46,17,8,15,5,15,7,9,3,1,1,1,0,23,3,1,1,1
3479,436369,26,3,1,1,1,308,40,46,17,8,15,5,15,7,9,3,1,1,1,0,23,3,1,1,1
3480,436369,67,6,1,1,1,134,21,36,16,10,8,5,18,7,9,5,1,1,1,0,65,5,1,1,0
3481,436369,85,8,1,0,1,135,26,37,17,13,5,6,19,8,9,6,1,1,1,1,83,7,1,1,0
3482,436370,93,8,1,0,1,151,37,38,19,17,5,8,20,8,9,7,1,2,1,1,91,7,1,1,1
3483,436370,88,8,1,0,1,191,54,39,22,20,6,12,21,8,9,7,1,2,1,1,86,7,1,1,1
3484,436371,72,7,1,0,1,267,73,39,27,21,8,16,21,8,10,7,1,2,1,1,71,6,2,1,1
3485,436371,50,6,2,0,1,379,91,41,33,21,9,21,19,8,10,6,1,2,1,1,50,5,2,1,1
3486,436371,29,5,2,1,1,512,102,44,40,20,11,25,17,7,10,6,1,2,1,1,30,4,2,1,1
3487,436371,29,5,2,1,1,512,102,44,40,20,11,25,17,7,10,6,1,2,1,1,30,4,2,1,1
3488,436372,16,7,4,1,1,644,103,49,45,19,12,27,14,6,10,5,2,2,2,1,17,6,4,2,1
3489,436373,19,29,19,8,2,743,77,61,45,18,11,24,8,5,12,7,5,6,4,2,20,27,19,8,2
3490,436373,30,48,33,14,3,673,60,64,40,19,11,21,6,5,13,9,7,9,6,2,31,46,32,13,3
3491,444397,42,67,46,19,4,551,47,61,33,19,11,18,5,5,13,12,10,13,7,2,43,63,45,19,4
3492,444397,50,78,55,23,5,398,40,52,26,19,12,14,4,6,13,14,11,16,8,3,52,74,54,22,4
3493,444399,51,79,56,23,5,258,37,41,21,18,13,12,3,6,12,14,11,16,8,3,53,75,55,23,4
3494,444399,46,69,49,20,4,155,38,29,17,17,14,9,3,6,10,12,10,15,7,2,48,65,48,20,4
3495,444399,36,51,37,15,3,103,43,20,16,16,14,8,4,5,9,10,7,12,5,2,38,48,36,15,3
3496,444400,24,31,23,10,2,87,52,14,17,16,13,7,6,5,7,7,4,8,4,1,25,29,22,10,2
3497,444400,14,16,12,5,1,91,69,11,18,16,12,8,9,4,6,4,2,4,2,1,15,14,11,5,1
3498,444402,8,6,5,3,1,107,94,9,18,17,10,9,12,4,6,3,1,2,1,1,8,5,4,2,1
3499,444402,5,2,3,1,1,129,125,9,17,18,9,11,15,5,6,2,1,1,1,1,5,2,2,1,0
3500,444403,4,1,2,1,0,154,157,11,16,19,7,12,17,5,7,2,1,1,1,1,4,1,1,1,0
3501,444404,4,1,2,1,0,186,185,19,16,21,7,12,18,6,8,2,1,1,1,1,4,1,1,1,0
3502,444404,5,1,1,1,0,224,200,32,17,24,7,11,18,6,8,2,1,1,1,1,4,1,1,1,0
3503,444405,5,1,1,1,0,266,199,51,21,27,8,11,16,6,8,2,1,1,1,1,4,1,1,1,0
3504,444405,6,1,1,1,0,299,182,72,27,28,10,10,14,6,8,1,1,1,1,1,3,1,1,1,0
3505,444406,6,1,1,1,0,310,154,90,34,27,11,10,12,6,8,1,1,1,1,1,3,1,0,1,0
3506,444407,6,1,1,1,0,300,123,100,40,24,12,9,9,6,8,1,1,1,1,2,3,0,0,1,0
3507,444408,5,1,1,1,0,265,96,100,43,20,12,8,7,6,8,1,1,1,1,2,2,0,0,1,0
3508,444409,4,1,1,0,0,220,78,90,41,15,10,7,5,5,8,2,1,0,1,3,3,0,0,0,0
3509,444410,4,1,1,0,0,172,69,74,36,11,8,6,4,5,8,2,2,0,1,3,3,1,0,0,0
3510,444410,3,1,1,0,0,135,68,58,30,9,5,4,3,5,8,2,2,0,1,3,4,1,0,0,0
3511,444410,3,1,1,0,0,135,68,58,30,9,5,4,3,5,8,2,2,0,1,3,4,1,0,0,0
3512,444412,3,1,1,0,0,103,74,34,19,7,2,3,1,4,8,3,1,1,1,3,5,2,0,0,0
3513,444412,3,2,1,0,0,99,70,27,16,7,3,2,1,4,8,3,1,1,2,3,5,3,0,0,0
3514,444412,3,2,1,0,0,97,60,22,15,8,3,2,1,4,8,4,1,1,2,2,6,3,1,0,0
3515,444413,4,2,1,1,0,97,46,20,15,8,5,3,2,4,8,4,1,1,2,2,6,3,1,0,0
3516,444413,4,3,1,1,0,104,34,22,15,8,7,3,2,3,8,4,1,1,1,2,6,3,1,1,0
3517,444413,5,3,2,1,0,131,30,26,15,8,10,4,3,3,8,3,1,1,1,2,6,2,1,1,0
3518,444414,6,4,2,1,0,201,44,35,17,9,15,6,3,3,8,3,1,1,1,2,5,2,2,1,0
3519,444414,6,4,3,2,0,311,81,47,21,9,19,10,3,3,8,4,1,1,1,2,5,2,2,2,1
3520,444414,6,5,3,2,1,446,137,61,26,10,23,14,3,5,9,5,1,1,2,2,5,2,3,2,1
3521,444415,6,5,4,2,1,567,199,74,31,10,26,18,3,6,10,6,2,1,2,2,4,2,3,2,1
3522,444415,6,5,3,2,1,642,253,84,34,10,27,21,3,8,11,8,3,2,2,2,4,2,3,2,1
3523,444415,6,5,3,2,1,723,311,94,38,11,26,21,4,9,11,9,3,2,3,2,4,3,3,2,1
3524,444415,6,4,3,2,1,1084,431,117,48,13,24,19,5,10,11,9,3,2,2,2,4,3,3,2,1
3525,444416,7,4,2,2,1,2043,676,166,71,18,22,15,6,10,11,9,3,2,2,2,5,3,3,2,1
3526,444416,8,4,2,2,1,3644,1066,248,110,25,20,11,7,11,10,10,3,2,2,2,7,3,2,2,1
3527,444417,8,4,2,2,1,3644,1066,248,110,25,20,11,7,11,10,10,3,2,2,2,7,3,2,2,1
3528,444418,12,5,2,2,1,7322,1974,439,202,42,22,8,11,13,10,16,5,3,2,2,14,4,2,1,1
3529,444418,15,6,1,2,1,8193,2221,489,227,47,37,11,14,15,10,22,7,3,2,3,16,4,1,1,1
3530,444419,17,7,1,2,1,7895,2185,479,222,46,69,17,19,16,11,33,9,4,3,3,18,5,1,1,1
3531,444419,20,7,1,2,1,6512,1870,411,189,40,119,24,24,17,11,48,12,6,3,3,19,5,1,1,1
3532,444419,21,7,1,2,1,4536,1374,308,139,32,178,30,29,16,11,63,14,8,4,4,18,5,2,1,1
3533,444420,22,7,1,2,1,2613,854,203,87,23,229,34,33,14,10,75,15,9,4,4,17,5,2,1,1
3534,444421,21,6,1,2,1,1160,444,117,46,15,254,34,33,11,10,80,14,10,3,4,15,5,3,1,1
3535,444422,19,6,1,2,1,388,201,63,23,11,246,30,31,9,9,76,13,9,3,4,13,4,3,1,1
3536,444422,16,6,1,1,1,118,98,36,13,9,206,24,26,6,10,64,11,8,2,4,11,4,3,1,1
3537,444422,13,6,1,1,1,77,68,26,12,8,149,17,21,5,10,48,8,6,2,4,8,3,2,1,1
3538,444422,9,5,1,1,1,64,57,22,12,8,91,12,15,4,11,33,6,4,1,4,6,3,2,1,1
3539,444423,7,4,1,1,1,47,52,23,12,9,48,9,11,4,12,23,5,2,1,4,5,2,1,1,1
3540,444424,5,4,1,1,1,52,49,26,11,9,25,8,8,4,13,20,4,2,1,4,4,2,1,0,1
3541,444425,4,4,1,1,1,50,46,29,11,10,18,9,7,4,13,20,4,2,2,4,3,2,1,0,1
3542,444425,4,4,1,1,0,53,44,31,10,10,23,11,7,4,12,24,4,2,2,4,3,2,1,1,1
3543,444425,4,4,1,1,0,56,44,31,10,11,38,15,7,4,11,30,5,3,3,4,4,2,1,1,1
3544,444425,5,4,1,1,0,83,45,28,11,12,61,20,10,4,10,41,7,4,3,4,5,3,1,1,1
3545,444426,6,4,1,1,1,156,50,25,14,13,90,25,15,3,10,54,10,6,4,4,8,3,2,1,1
3546,444427,7,4,2,2,1,283,55,22,18,14,116,30,21,3,10,68,12,8,4,4,10,4,3,2,1
3547,444427,8,4,3,2,1,446,61,22,23,15,133,32,26,3,10,77,14,9,4,4,13,4,4,2,1
3548,444427,9,3,3,2,1,599,65,22,27,16,133,32,31,2,11,77,15,9,4,4,15,4,4,2,1
3549,444428,10,3,3,2,1,693,65,23,30,16,119,30,33,2,11,69,14,9,3,3,16,4,5,2,1
3550,444428,11,3,3,2,1,692,60,23,31,15,114,29,33,2,11,56,12,7,3,3,16,3,5,2,1
3551,444428,11,3,3,2,1,692,60,23,31,15,114,29,33,2,11,56,12,7,3,3,16,3,5,2,1
3552,444429,11,3,3,2,1,595,50,21,29,14,144,38,34,2,10,45,11,6,2,3,16,3,4,2,1
3553,444430,12,3,2,2,1,274,29,17,20,12,438,96,69,6,9,50,12,5,1,2,14,2,3,1,1
3554,444431,12,3,1,1,1,145,22,17,15,11,728,147,119,10,8,70,15,8,2,2,13,2,2,1,1
3555,444431,12,4,1,1,1,71,19,20,12,9,1074,220,193,15,8,96,20,13,2,3,12,2,2,1,1
3556,452736,11,4,2,1,1,46,20,23,10,9,1417,327,277,19,8,123,27,19,3,3,12,2,2,1,1
3557,452737,10,4,2,1,1,43,22,26,9,8,1700,478,350,23,8,144,37,25,4,4,11,3,2,1,1
3558,452738,11,4,2,1,1,43,25,28,9,8,1890,666,393,26,9,158,50,29,5,4,13,4,2,1,1
3559,452739,18,4,2,1,1,42,28,28,9,8,1990,859,395,28,9,165,65,30,5,4,17,5,2,1,1
3560,452739,34,3,3,1,1,40,33,27,10,9,2024,1004,356,28,9,167,78,28,5,3,27,5,3,1,1
3561,452739,57,3,3,1,1,38,41,26,11,9,2020,1057,292,26,10,167,84,23,5,3,41,5,3,1,1
3562,452741,84,2,4,1,1,34,50,24,12,10,1988,996,221,23,10,163,82,18,4,2,58,5,4,1,1
3563,452742,106,2,4,1,1,33,59,23,13,11,1924,838,161,20,10,157,71,13,4,2,72,5,5,2,1
3564,452742,116,2,5,2,2,34,65,22,15,13,1815,635,118,17,11,146,55,10,4,3,78,5,6,2,2
3565,452743,110,3,6,2,2,44,66,21,16,15,1657,446,94,16,11,131,40,8,4,3,75,5,7,2,2
3566,452746,91,4,7,3,3,61,61,18,17,16,1452,315,83,17,12,113,29,7,4,3,64,5,7,3,3
3567,452747,65,5,7,3,3,87,52,15,18,18,1216,249,78,19,13,93,24,6,4,4,47,6,7,3,3
3568,452749,40,5,6,3,3,116,43,14,19,18,963,223,76,21,13,74,21,7,4,4,31,5,6,3,2
3569,452749,22,6,5,3,2,147,41,18,20,18,708,203,71,22,13,54,20,6,4,4,18,5,5,3,2
3570,452749,12,6,4,4,2,173,52,32,23,18,474,169,61,20,13,37,17,6,4,3,12,5,4,3,2
3571,452750,9,8,3,4,2,187,80,53,28,17,284,120,48,17,12,23,13,4,4,3,11,5,3,3,2
3572,452750,9,9,2,4,2,194,123,78,38,17,150,72,32,13,11,13,9,3,4,3,12,5,2,3,2
3573,452751,10,11,2,4,2,249,184,104,51,17,70,35,19,9,10,7,5,2,4,3,14,6,2,4,2
3574,452753,16,14,2,4,2,488,290,135,67,18,30,13,11,8,10,5,3,1,3,2,18,8,2,4,2
3575,452753,16,14,2,4,2,488,290,135,67,18,30,13,11,8,10,5,3,1,3,2,18,8,2,4,2
3576,452753,28,19,3,4,2,1136,468,174,83,20,13,4,8,7,9,5,2,1,3,2,25,11,3,4,2
3577,452754,73,35,6,6,2,3781,980,265,109,28,23,10,9,8,9,13,3,2,2,2,52,24,6,6,2
3578,452755,99,45,8,8,2,5330,1195,300,114,33,104,30,13,9,9,37,7,3,2,2,69,32,8,7,3
3579,452758,120,52,11,9,3,6475,1286,312,112,36,317,70,19,10,11,97,16,6,2,2,83,38,10,8,3
3580,452759,133,54,12,10,4,6848,1221,297,104,38,695,131,29,11,14,199,31,9,3,3,93,41,11,9,4
3581,452760,137,51,12,10,4,6394,1028,259,89,37,1242,217,42,13,17,344,52,14,4,3,97,40,11,9,5
3582,452760,134,43,11,9,4,5458,809,225,71,36,1940,330,63,16,21,532,80,19,5,3,99,35,10,8,5
3583,452760,134,43,11,9,4,5458,809,225,71,36,1940,330,63,16,21,532,80,19,5,3,99,35,10,8,5
3584,452762,118,23,8,6,4,4769,745,272,44,40,3391,623,132,35,30,930,155,30,7,4,102,21,6,5,4
3585,452762,115,16,7,5,3,5664,957,355,43,46,3856,758,169,48,34,1060,190,34,9,4,110,15,5,3,3
3586,452763,122,13,6,4,3,6962,1221,440,50,52,3967,840,196,58,37,1095,213,37,10,4,122,12,4,2,3
3587,452764,142,13,7,3,3,7940,1400,485,60,56,3681,840,202,63,37,1019,216,37,10,4,141,12,4,2,2
3588,452765,175,15,7,3,2,8036,1408,469,68,54,3053,753,187,60,35,847,196,35,9,4,160,12,4,2,2
3589,452765,209,18,8,2,2,7090,1245,399,69,49,2229,597,155,50,30,619,157,30,8,4,173,14,4,2,2
3590,452766,232,20,8,2,2,5441,959,298,66,40,1401,416,117,35,25,389,111,24,6,4,175,14,4,2,2
3591,452766,234,20,8,2,1,3708,637,203,63,32,744,253,82,21,20,207,69,18,5,3,162,14,4,2,1
3592,452767,209,18,7,2,1,2466,362,143,63,26,355,138,59,10,16,98,40,13,3,3,136,13,3,2,1
3593,452768,162,15,5,1,1,1967,181,126,70,23,223,81,47,5,16,57,26,11,3,2,101,11,3,1,1
3594,452768,108,12,4,1,1,2055,93,139,80,22,262,73,43,3,16,61,26,10,2,2,65,9,2,1,1
3595,452768,60,9,3,1,1,2347,64,160,88,22,351,91,40,4,18,78,34,11,2,2,35,7,2,1,1
3596,452770,27,7,3,1,1,2445,67,172,91,21,412,117,34,5,19,90,43,11,2,2,15,6,2,1,1
3597,452771,11,6,2,1,1,2265,108,172,89,20,424,137,26,5,19,92,49,11,2,3,6,5,1,1,1
3598,452772,6,6,2,1,1,2005,203,168,85,19,390,145,19,6,18,86,51,9,2,3,3,5,1,1,1
3599,452772,5,6,2,1,1,1885,350,171,85,18,319,137,14,6,17,72,46,7,2,3,3,4,1,1,1
3600,452773,5,6,1,1,1,2008,514,182,89,17,235,116,11,6,16,54,37,5,3,3,2,4,1,1,1
3601,452774,5,5,1,1,1,2312,645,198,94,18,157,89,9,7,15,37,25,3,3,3,2,4,1,1,1
3602,452774,6,5,1,1,1,2550,698,206,95,17,100,64,9,7,14,22,15,2,3,3,4,4,1,1,1
3603,452775,11,5,1,1,1,2556,654,197,89,17,65,47,9,8,14,12,7,2,3,3,9,4,1,1,1
3604,452776,20,5,2,1,1,2188,531,170,74,15,50,39,10,8,14,7,3,2,3,3,19,4,1,1,1
3605,452777,33,5,2,1,1,1621,371,130,56,14,46,38,11,8,14,5,2,2,3,2,33,5,2,1,1
3606,452778,46,5,2,1,1,1002,223,89,38,12,49,39,14,7,13,4,2,2,2,2,47,6,2,1,1
3607,452778,56,5,3,2,1,580,130,56,27,12,53,36,17,6,13,4,3,2,2,2,58,6,2,2,1
3608,452778,61,5,3,2,1,506,115,41,23,12,57,30,20,6,12,4,3,1,1,2,62,6,3,2,1
3609,452780,62,5,2,2,1,805,173,46,25,14,62,23,20,6,12,5,4,1,1,2,59,6,3,2,1
3610,452781,65,6,2,2,1,1468,273,65,31,17,71,17,19,6,11,7,4,1,1,2,55,6,3,2,1
3611,452781,74,8,2,2,1,2554,384,96,40,20,86,13,17,6,10,12,4,1,1,2,55,7,2,2,1
3612,452781,94,13,1,2,1,4226,477,139,50,25,115,14,14,7,10,19,4,1,1,2,65,10,2,2,1
3613,452782,94,13,1,2,1,4226,477,139,50,25,115,14,14,7,10,19,4,1,1,2,65,10,2,2,1
3614,452783,152,26,1,2,1,10147,545,258,95,45,210,32,22,10,11,36,6,2,2,2,103,17,1,1,1
3615,452783,179,31,2,2,1,14094,514,321,136,58,257,48,35,11,11,42,9,4,2,2,122,21,1,1,1
3616,452783,198,32,2,2,1,17929,456,368,184,70,294,62,51,13,12,47,11,6,2,1,135,23,2,1,1
3617,452784,202,30,3,2,2,20270,393,387,228,78,334,73,66,14,12,54,14,8,3,1,139,22,2,2,1
3618,452784,192,24,3,3,2,20513,345,371,253,78,393,82,78,15,12,67,18,9,3,1,134,20,3,2,2
3619,452784,173,17,4,3,2,18313,325,324,251,70,483,92,86,15,12,89,23,10,3,1,123,17,3,3,2
3620,452785,157,12,4,3,2,14478,328,256,224,56,599,105,90,15,11,117,29,9,3,1,112,13,3,3,2
3621,452786,151,9,4,3,2,10010,342,185,181,40,717,121,88,15,10,146,34,9,3,1,102,9,3,4,2
3622,460882,155,9,4,3,2,6131,349,123,135,25,802,135,83,15,10,166,38,8,3,1,95,7,2,4,2
3623,460882,164,10,3,3,2,3394,340,77,97,15,822,140,75,15,10,173,37,7,3,1,88,6,2,3,2
3624,460883,168,11,3,3,2,1946,312,49,71,9,764,133,67,15,11,163,32,6,2,1,78,5,2,3,2
3625,460884,158,11,3,3,2,1318,266,33,55,7,644,117,65,15,12,140,26,7,2,1,66,5,2,2,2
3626,460884,134,10,3,3,2,1019,207,25,42,6,502,96,73,16,13,112,20,10,2,2,53,6,2,2,2
3627,460885,98,8,3,2,2,744,147,21,31,6,375,79,92,18,14,88,18,14,3,2,39,6,2,1,1
3628,460886,61,6,3,2,1,443,94,21,22,5,284,69,114,20,14,72,20,17,4,2,26,7,2,1,1
3629,460886,31,5,3,2,1,246,58,23,16,5,226,63,130,21,13,63,23,20,4,2,17,7,2,1,1
3630,460887,13,5,3,2,1,143,41,28,15,5,187,57,132,20,12,59,27,20,4,2,11,6,2,1,1
3631,460888,7,6,2,1,1,103,35,33,16,4,156,49,118,18,10,55,27,17,4,2,8,6,2,1,1
3632,460888,6,6,2,1,1,100,37,35,17,5,127,38,92,13,10,50,24,14,4,2,6,5,1,1,1
3633,460889,6,6,2,1,1,121,50,36,18,6,96,28,62,9,10,44,20,10,3,2,5,4,1,1,1
3634,460890,6,5,2,1,1,174,78,37,19,8,69,21,37,6,11,36,16,6,2,2,4,3,1,0,1
3635,460891,6,4,2,1,1,249,122,40,20,12,52,16,22,5,12,30,13,4,2,3,3,2,1,1,1
3636,460891,5,4,2,1,1,346,175,49,21,16,43,13,15,5,13,27,11,3,1,3,2,2,1,1,1
3637,460892,4,4,3,1,1,644,288,87,25,21,39,11,13,5,14,25,10,3,1,4,3,2,1,1,1
3638,460893,4,4,3,1,1,1457,556,186,38,24,35,9,13,6,14,23,9,3,1,4,4,3,2,1,1
3639,460893,4,4,4,2,1,3039,1038,360,63,26,29,9,14,6,13,19,7,3,1,5,5,3,2,1,1
3640,460900,4,4,4,2,1,5227,1692,589,99,27,23,10,14,6,13,15,5,2,1,4,6,4,2,1,1
3641,460900,5,4,4,2,1,7550,2358,813,137,27,17,12,15,5,12,11,4,2,1,4,7,4,3,1,1
3642,460902,4,3,3,2,1,9284,2827,964,165,26,15,14,15,4,12,9,2,2,1,3,7,4,3,1,1
3643,460903,4,3,3,1,1,9835,2927,987,174,24,15,15,14,3,11,8,2,1,1,3,7,4,3,1,1
3644,460905,3,2,2,1,1,8959,2615,875,160,22,17,15,13,3,11,7,2,1,1,2,8,4,3,1,1
3645,460905,3,2,2,1,1,8959,2615,875,160,22,17,15,13,3,11,7,2,1,1,2,8,4,3,1,1
3646,460906,4,2,2,1,1,4525,1266,422,89,18,20,12,8,2,9,5,2,1,1,2,8,3,3,1,1
3647,460906,5,2,2,1,1,2341,643,216,53,16,20,10,6,2,9,4,1,2,1,2,8,3,2,1,1
3648,460906,5,2,2,1,1,2341,643,216,53,16,20,10,6,2,9,4,1,2,1,2,8,3,2,1,1
3649,460907,5,2,2,1,1,896,245,83,29,15,19,8,5,2,9,2,1,2,1,2,7,3,2,1,1
